X1SEX,X2SEX,X3T1CREDPHYS,X2TXMQUINT,X2TXMTSCOR,X2TXMSCR,X3T1CREDCALC,X3T1CREDPREC,S2FAVSUBJ,S2SEX,S1SEX,S2SCAREER,S2CHEM1S12,S2OTHBIOS12,S2CHEM2S12,S2IBCHEM12,S2IBIOS12,S2ANATOMYS12,S2APBIOS12,S2BIO2S12,S2BIO1S12,S2LIFES12,S2SSPR12,S2MASSEXCL,S2MBORING,S2MTESTS,S2MSKILLS,S2MWASTE,S2MENJOYING,S2APCHEM12,S2SCLGSUCC,S2SCLGADM,S2SHSREQ,S2SCHALLENGE,S2SENJOYS,S2HISCIENCE12,S2ENGINEER12,S2OTHCOMP12,S2APCOMPSCI12,S2COMPPROG12,S2COMPAPP12,S2MTEXTBOOK,S2INTGS2S12,S2INTGS1S12,S2OTHPHYS12,S2PHYSS12,S2IBPHYSIC12,S2APPHYSIC12,S2PHYSIC2S12,S2PHYSIC1S12,S2OTHENVS12,S2APENVS12,S2EARTHS12,S2GENS12,S2INTGM112,S2STAT12,S2APSTAT12,S2CALC12,S2APCALC12,S2PRECALC12,S2TRIGM12,S2ANGEOM12,S2GEOM12,S2ALG3M12,S2MONTIME,S2ALG1M12,S2PREALGM12,S2MSPR12,S2ANYAP,S2ALG1GRADE,S2ALG1WHEN,S2COST4YPRV,S2FAMILYWENT,S2FAMREC,S2JOBPLC,S2MOSTIMP2013,S2ALG2M12,S2MGETBY,S2MSTOPTRYING,S2SCNSLREC,S2MATTENTION,S2MTCHTHINK,S2MTCHEASY,S2MTCHINTRST,S2MASSIGNED,S2MDOWELL,S2MFRIEND,S2MFAMREC,S2INTGM212,S2MTCHRREC,S2MCNSLREC,S2MCAREER,S2MCLGSUCC,S2MCLGADM,S2MHSREQ,S2MCHALLENGE,S2MENJOYS,S2HIMATH12,S2REVIEWM12,S2INTGM312,S2MPARREC,X2SES3,X2SES2,X2SES1,X2TXMTH5,X2TXMTH4,X2TXMTH3,X2TXMTH2,X1TXMQUINT,P1MUSEUM,P1NOOUTSCH,S2SFRIEND,P1CAMPMS,P1SPORTS,P1ARTS,P1SCIHWEFF,P1VOLUNTEER,P1SCHEVENT,P1PERFORM,P1BEHAVE,P1SUSPEND,P1HONORS,P1MOOD,P1CAMPOTH,X1SCIID,X1MTHID,X1SESQ5_U,X1SESQ5,X1POVERTY185,X1POVERTY130,X1POVERTY,X1FAMINCOME,X1DADRACE,X1DADREL,X2SES4,X1PAR2RACE,X1PAR2EDU,X1PAR1RACE,X1SCIEFF,X2TXMTH1,X2SES5_U,X2SES4_U,X2SES3_U,X2SES2_U,X2SES1_U,X2SES5,X1MOMRACE,S2SASSEXCL,S2SBORING,S2STESTS,S2SSKILLS,S2SWASTE,S2STEXTBOOK,S2SENJOYING,S2SGETBY,S2SSTOPTRYING,S2SONTIME,P1LEARN,S2STCHGIVEUP,S2STCHTHINK,S2STCHEASY,S2STCHINTRST,S2STCHTREAT,S2SASSIGNED,S2SDOWELL,S2FOCUS2013,S2SFAMREC,S2SPARREC,S2STCHRREC,S2SATTENTION,P1ADHDMED,P1SPECIALED,P1ADHD,P1DD,P1SLD,P1REPEATGRD,P1INCOMECAT,P1HOURS2,P1USBORN9,S2HSJOBEVER,S2MUSEJOB,S2CLUBTIME,S2HANGOUT,S2HIGHGRADES,S2CANTSEND,S2DONTCARE,S2STUDYMORE,S2OHOMEWRK,S2ACADEMIC,S2CANTAFFORD,S2PAYOFF,S2SUSEJOB,S2JOBTIME,X3THILANG,X3THIOTHSCI,X3THIPHY,X3THICHEM,X3THIBIO,X3THISCI,X3T1CREDESCI,X3T1CREDCHEM,X3T1CREDBIOL,X3TWHENALG1,S2SATNUM,X3THIMATH,X3T1CREDTRIG,X3T1CREDSTAT,X3T1CREDGEO,X3T1CREDALG2,X3T1CREDALG1,X3CLASSES,X2S2SSPR12,X2SCIINT,X2SCIEFF,X2SCIID,X3THIMATH9,S1MTESTS,S1MUSEJOB,S1MCAREER,S1MCLGSUCC,S1MPARENT,S1MCHALLENGE,S1MENJOYS,S1ALG2M09,S1GEOM09,S1ALG1M09,X3TNEWBASIC,S1MPERSON2,S1MPERSON1,S1S8GRADE,S1M8GRADE,S1M8,S1NOMSACT,S1SCOMPETE,S1MCOMPETE,S1MCLUB,S1LANG1ST,S1BIRTHYR,S1MUNDERST,X1TXMTH3,X1TXMTH2,X1TXMTH1,C1CLUSTER,P1HELPPAY,P1START,P1TYPEPS,P1ABLEBA,P1EDUEXPECT,P1EDUASPIRE,X2MTHEFF,P1LIBRARY,P1STEMDISC,X1TXMTH5,X1TXMTSCOR,X1TXMSCR,X1TXMTH,X1BLACK,X1WHITE,X1HISPANIC,X1RACE,X3CLASSES_IM,P1SHOW,X2MTHUTI,X2MTHID,X2SEFFORT,X2MEFFORT,X2SESQ5_U,X2SESQ5,X2POVERTY185,X2POVERTY130,X2POVERTY,X2FAMINCOME,X1TXMTH4,X2TXMPROF4,X2TXMPROF3,X2X1TXMSCR,X2TXMTH,X2BLACK,X2WHITE,X2HISPANIC,X2RACE,X1PAREDEXPCT,X1STUEDEXPCT,P1FIXED,X2DADREL,S1SREASFRND,S1SREASUSE,S1SREASCLG,S1SREASENJOY,S1SREASLIKE,S1SREASJOB,S1SREASGOOD,S1SREASTCHR,S1SREASPAR,S1SYRS,S1MTEXTBOOK,S1APCALC,S1MREASNOT,S1MREASFRND,S1MREASUSE,S1MREASCLG,S1MREASENJOY,S1MREASLIKE,S1MREASJOB,S1MREASGOOD,S1MREASPAR,S1MYRS,S1IBCALC,S2HS2013,S2FAMILY2013,S2FRFTJOB,S2FRCLGEXAM,X1PAR1EDU,S2PSATNUM,S1FYNOTSURE,S1FYTRAVEL,S1FYMILITARY,S1FYBA,S1SREASNOT,S1ABILITYBA,S1SURECLG,S1EDUEXPECT,S1SUREHSGRAD,S1AP,S1ACT,S1SAT,S1PSAT,S1PLAN,S1IBSCI,S1APS,S1BAAGE30,S1NOHWDN,S1GOODGRADES,S1SASSEXCL,S1SSKILLS,S1STEXTBOOK,S1STESTS,S1SUSEJOB,S1SUSECLG,S1SUSELIFE,S1SWASTE,S1FRNDSCHOOL,S1SCAREER,S1SCLGSUCC,S1SPARENT,S1SCHALLENGE,S1SENJOYS,S1BIO1S09,S1SUNDERST,S1SPERSON2,S1SPERSON1,S1MASSEXCL,S1MSKILLS,S1SENJOYING,S1NOTALKPRB,S1FRNDTLKPRB,S1DADTALKPRB,S1FRNDTLKJOB,S1DADTALKJOB,S1FRNDTLKCLG,S1DADTALKCLG,S1NOTALKOTH,S1FRNDTLKOTH,S1DADTALKOTH,S1FAVSUBJ,S1NOTALKS,S1FRNDTALKS,S1DADTALKS,S1MOMTALKS,S1NOTALKM,S1DADTALKM,S1MOMTALKM,S1WORKING,S1GETINTOCLG,S1PAYOFF,S1LEASTSUBJ,S1MOMTALKOTH,program_stream
2.0,2,0.0,4.0,54.0863,72.4904,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,3.0,20000.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,-0.3307,-0.3307,-0.3307,1.0097,1.0097,1.0097,1.0097,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.91,-0.57,2.0,2.0,1.0,0.0,0.0,3.0,8.0,1.0,-0.3307,8.0,2.0,5.0,0.69,1.0097,-0.3234,-0.3234,-0.3234,-0.3234,-0.3234,-0.3307,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,40.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.83,-0.36,-0.54,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,-0.5149,0.3486,-0.3716,0.0,3.0,1.0,3.0,1.0,6.0,6.0,-0.7,0.0,0.0,-0.8721,47.6821,35.8045,-0.2956,0.0,1.0,0.0,8.0,0,0.0,-0.5,-0.42,0.48,0.54,2.0,2.0,1.0,0.0,0.0,3.0,-0.0678,0.2955,0.956,49.471,1.0097,0.0,1.0,0,8,6.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,,11.0,1.0,2.0,2.0,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,,1.0,9.0
2.0,2,0.0,4.0,55.6336,75.4243,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,1.0,-1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0141,1.0141,1.0141,1.1852,1.1852,1.1852,1.1852,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,-0.33,-0.57,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0141,,,3.0,-0.05,1.1852,0.8916,0.8916,0.8916,0.8916,0.8916,1.0141,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,10.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.61,-2.1,-1.74,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,1.2997,1.2997,1.2997,0.0,1.0,1.0,3.0,1.0,10.0,10.0,-0.56,1.0,1.0,1.2997,64.2431,56.0477,1.2997,1.0,0.0,0.0,3.0,0,0.0,-0.9,-1.54,-0.13,0.54,5.0,5.0,0.0,0.0,0.0,6.0,1.2997,0.42,0.9776,77.3584,1.1852,1.0,0.0,0,3,10.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,7.0,1.0,5.0
2.0,2,0.0,2.0,47.6403,60.029,0.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,40000.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.3182,0.1502,0.3935,0.2787,0.2787,0.2787,0.2787,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,-1.57,0.6,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.231,,,8.0,-1.74,0.2787,-0.068,0.3839,0.1718,0.2682,-0.1427,0.4178,8.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.19,-0.08,-1.74,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,-0.1208,-0.1208,-0.1208,1.0,1.0,1.0,2.0,2.0,11.0,8.0,-1.09,1.0,1.0,-0.1208,49.496,38.4063,-0.1208,0.0,1.0,0.0,8.0,0,1.0,0.38,0.12,0.15,-2.12,4.0,4.0,0.0,0.0,0.0,4.0,-0.1208,0.0631,0.6134,52.7841,0.2787,0.0,1.0,0,8,11.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,8.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,1.0,,1.0,,1.0,,0.0,1.0,,6.0,1.0,0.0,,0.0,0.0,,1.0,3.0,3.0,3.0,11.0,1.0,7.0
1.0,1,0.0,5.0,62.8079,89.48,0.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,0.0,2.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5191,0.2809,0.5219,1.9987,1.9987,1.9987,1.9987,4.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,-0.33,0.0,5.0,5.0,0.0,0.0,0.0,7.0,8.0,1.0,1.0366,8.0,7.0,8.0,0.25,1.9987,0.7318,0.5778,1.2377,0.4374,0.9893,0.355,8.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,,,,3.0,,,,,,,,1.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,7.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.27,-0.54,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,0.3732,0.3732,0.3732,0.0,1.0,1.0,2.0,1.0,6.0,6.0,0.32,0.0,0.0,0.3732,54.6249,44.9402,0.3732,0.0,1.0,0.0,8.0,0,1.0,1.21,0.7,,,5.0,4.0,0.0,0.0,0.0,7.0,0.3732,0.8944,0.9993,61.6908,1.9987,0.0,1.0,0,8,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,8.0
1.0,1,0.0,5.0,59.8127,83.593,0.0,0.0,13.0,1.0,1.0,,,,,,,,,,,,0.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,-1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0725,0.7058,-0.1477,1.6591,1.6591,1.6591,1.6591,4.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.27,0.6,3.0,3.0,0.0,0.0,0.0,4.0,8.0,1.0,0.1952,8.0,2.0,8.0,0.25,1.6591,0.3051,0.2502,0.1781,0.1599,0.2493,0.3636,8.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,,,,3.0,,,,,,,,3.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,4.0,40.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,,0.48,0.66,4.0,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,0.2348,0.2348,0.2348,1.0,3.0,1.0,3.0,1.0,11.0,10.0,0.32,1.0,1.0,0.2348,53.1875,43.2048,0.2348,0.0,1.0,0.0,8.0,0,0.0,-0.5,0.7,,-1.15,4.0,4.0,0.0,0.0,0.0,6.0,0.2348,0.7543,0.9968,59.2506,1.6591,0.0,1.0,0,8,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,,11.0,1.0,3.0,1.0,0.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,,,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0
2.0,2,1.0,5.0,61.5733,87.1006,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,40000.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.3383,1.4655,1.3529,1.8587,1.8587,1.8587,1.8587,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.91,0.63,5.0,5.0,0.0,0.0,0.0,13.0,8.0,1.0,1.5821,8.0,7.0,8.0,1.83,1.8587,1.1374,1.6378,1.5537,1.3078,1.264,1.8466,8.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,0.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,45.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,3.0,3.0,2.0,0.0,11.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.48,-1.1,0.66,6.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,1.631,1.631,1.631,,1.0,3.0,3.0,1.0,11.0,10.0,-1.09,1.0,1.0,1.631,67.6823,59.8627,1.631,0.0,1.0,0.0,8.0,0,1.0,-1.17,-0.37,0.43,-0.45,5.0,5.0,0.0,0.0,0.0,8.0,1.631,0.8477,0.9986,83.0978,1.8587,0.0,1.0,0,8,11.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,,11.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,2.0,1.0,6.0
1.0,1,1.0,5.0,64.6596,92.8146,1.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.1505,2.1505,2.1505,2.2087,2.2087,2.2087,2.2087,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.27,1.76,5.0,5.0,0.0,0.0,0.0,13.0,8.0,1.0,2.1505,8.0,7.0,8.0,1.1,2.2087,2.0225,2.0225,2.0225,2.0225,2.0225,2.1505,8.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,4.0,1.0,0.0,8.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,10.0,1.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.83,1.64,-0.54,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,1.5328,1.5328,1.5328,1.0,1.0,1.0,3.0,1.0,10.0,10.0,-0.96,0.0,1.0,1.5328,66.6624,58.7471,1.5328,0.0,1.0,0.0,8.0,0,1.0,0.8,0.12,0.79,0.87,5.0,5.0,0.0,0.0,0.0,13.0,1.5328,0.9414,0.9997,81.3723,2.2087,0.0,1.0,0,8,10.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,8.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,6.0,1.0,8.0
